시도,시군구,구분,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,합계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,차대사람,,,,,,,,,,,,,,,,차대차,,,,,,,,,,,,,,,,합계,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,차대사람,,,,,,,,,,,,,,,,차대차,,,,,,,,,,,,,,,
,,(중상자수),0,,,,,,,,,,0,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,0,0,,,,,,,,,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,(경상자수),1,,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,중구,사고건수,2,1,,,,,1,,,,,1,1,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,1,,,,,,,,,1,1,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,,0,,,,,0,0,,,,,,,,,,,0,0,,,,,,,0,0,,,,,0,0,,,,,,,,,0,0,,,,,,,0,0,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,부상자수,2,1,,,,,1,,,,,1,1,,,,,,,,,,,1,1,,,,,,,1,1,,,,,1,1,,,,,,,,,1,1,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,,(중상자수),1,1,,,,,0,,,,,1,1,,,,,,,,,,,0,0,,,,,,,1,1,,,,,1,1,,,,,,,,,0,0,,,,,,,0,0,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,(경상자수),1,0,,,,,1,,,,,0,0,,,,,,,,,,,1,1,,,,,,,0,0,,,,,0,0,,,,,,,,,1,1,,,,,,,1,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,용산구,사고건수,2,,1,,,,1,,,,,,,,,1,1,,,,,,,1,1,,,,,,,1,,1,,,,,,1,1,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,사망자수,0,,0,,,,0,,,,,,,,,0,0,,,,,,,0,0,,,,,,,0,,0,,,,,,0,0,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,부상자수,2,,1,,,,1,,,,,,,,,1,1,,,,,,,1,1,,,,,,,1,,1,,,,,,1,1,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(중상자수),1,,1,,,,0,,,,,,,,,1,1,,,,,,,0,0,,,,,,,1,,1,,,,,,1,1,,,,,,,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,(경상자수),1,,0,,,,1,,,,,,,,,0,0,,,,,,,1,1,,,,,,,0,,0,,,,,,0,0,,,,,,,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,성동구,사고건수,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,3,3,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
,,사망자수,0,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,
,,부상자수,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,3,3,,,,,3,3,,,,,,,,,,,,,,,,,,,,,,,,
,,(중상자수),1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,
,,(경상자수),0,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,
,동대문구,사고건수,4,2,,,,,,1,,1,,2,2,,,,,,,,,,,,,1,1,,,1,1,2,2,,,,,2,2,,,,,,,,,2,,1,,1,,,,,,1,1,,,1,1,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,,,0,,0,,0,0,,,,,,,,,,,,,0,0,,,0,0,0,0,,,,,0,0,,,,,,,,,0,,0,,0,,,,,,0,0,,,0,0,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,
,,부상자수,4,2,,,,,,1,,1,,2,2,,,,,,,,,,,,,1,1,,,1,1,2,2,,,,,2,2,,,,,,,,,2,,1,,1,,,,,,1,1,,,1,1,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,
,,(중상자수),1,1,,,,,,0,,0,,1,1,,,,,,,,,,,,,0,0,,,0,0,1,1,,,,,1,1,,,,,,,,,0,,0,,0,,,,,,0,0,,,0,0,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,
,,(경상자수),2,1,,,,,,0,,1,,1,1,,,,,,,,,,,,,0,0,,,1,1,1,1,,,,,1,1,,,,,,,,,1,,0,,1,,,,,,0,0,,,1,1,1,1,,,,0,,,,,,1,1,,,,,,,,,0,0,,,,,,,,,1,1,,,,0,1,1,,,,,,,0,0,,,,,,,,,,,,,,,,
,성북구,사고건수,2,2,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,1,1,,,,1,1,,,1,1,,,,,,,1,1,1,1,,,,,2,1,1,,,,1,1,1,1,,,,,,,2,1,1,,,,,,1,1,1,1,,,,
,,사망자수,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,,,,0,0,,,0,0,,,,,,,0,0,0,0,,,,,0,0,0,,,,0,0,0,0,,,,,,,0,0,0,,,,,,0,0,0,0,,,,
,,부상자수,2,2,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,4,1,1,,,,1,1,,,,1,1,,,1,1,,,,,,,1,1,1,1,,,,,2,1,1,,,,1,1,1,1,,,,,,,2,1,1,,,,,,1,1,1,1,,,,
,,(중상자수),0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,1,0,,,,0,0,,,0,0,,,,,,,1,1,0,0,,,,,0,0,0,,,,0,0,0,0,,,,,,,1,1,0,,,,,,1,1,0,0,,,,
,,(경상자수),2,2,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,2,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1,,,,0,1,,,,0,0,,,1,1,,,,,,,0,0,1,1,,,,,1,0,1,,,,0,0,1,1,,,,,,,1,0,1,,,,,,0,0,1,1,,,,
,도봉구,사고건수,2,1,,,,,,1,,,,1,1,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,1,,1,,,,,,,,1,1,,,,,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,
,,사망자수,0,0,,,,,,0,,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,0,,0,,,,,,,,0,0,,,,,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,
,,부상자수,2,1,,,,,,1,,,,1,1,,,,,,,,,,,,,1,1,,,,,1,1,,,,,1,1,,,,,,,,,1,,1,,,,,,,,1,1,,,,,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,
,,(중상자수),1,1,,,,,,0,,,,1,1,,,,,,,,,,,,,0,0,,,,,1,1,,,,,1,1,,,,,,,,,0,,0,,,,,,,,0,0,,,,,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,
,,(경상자수),1,0,,,,,,1,,,,0,0,,,,,,,,,,,,,1,1,,,,,0,0,,,,,0,0,,,,,,,,,1,,1,,,,,,,,1,1,,,,,1,0,,,,1,,,,,,0,0,,,,,,,,,1,1,,,,,,,,,1,0,,,,1,0,0,,,,,,,1,1,,,,,,,,,,,,,,,,
,은평구,사고건수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,2,,,,2,2,,,,,,,,,,,,,2,2,,,,,2,2,,,,,2,2,,,,,,,,,2,,2,,,,,,,,2,2,,,,
,,사망자수,0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,0,,0,,,,,,,,0,0,,,,
,,부상자수,1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,2,,,,2,2,,,,,,,,,,,,,2,2,,,,,2,2,,,,,2,2,,,,,,,,,2,,2,,,,,,,,2,2,,,,
,,(중상자수),0,0,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,,0,0,,,,,,,,,,,,,0,0,,,,,0,0,,,,,0,0,,,,,,,,,0,,0,,,,,,,,0,0,,,,
,,(경상자수),1,1,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,4,2,,,,,,2,,,,2,2,,,,,,,,,,,,,2,2,,,,,2,2,,,,,2,2,,,,,,,,,2,,2,,,,,,,,2,2,,,,
,서대문구,사고건수,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,2,2,,
,,사망자수,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,,,0,0,,
,,부상자수,3,2,,,,1,,,,,,2,2,,,,,,,,,1,1,,,,,,,,,3,2,,,,1,2,2,,,,,,,1,1,,,,,,,,,,,,,,,,,3,,,,,,,,3,,,,,,,,,,,,,,,,,,,3,3,,,,,,,,,,,,,,,,,,,3,,,3,,,,,,,,,3,3,,
,,(중상자수),2,2,,,,0,,,,,,2,2,,,,,,,,,0,0,,,,,,,,,2,2,,,,0,2,2,,,,,,,0,0,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,1,1,,
,,(경상자수),1,0,,,,1,,,,,,0,0,,,,,,,,,1,1,,,,,,,,,1,0,,,,1,0,0,,,,,,,1,1,,,,,,,,,,,,,,,,,2,,,,,,,,2,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,2,,,2,,,,,,,,,2,2,,
,마포구,사고건수,2,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,1,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,,사망자수,0,,,,,,,0,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,0,0,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,부상자수,2,,,,,,,1,,1,,,,,,,,,,,,,,,,1,1,,,1,1,,,,,,,,,,,,,,,,,2,,1,,1,,,,,,1,1,,,1,1,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,,(중상자수),1,,,,,,,1,,0,,,,,,,,,,,,,,,,1,1,,,0,0,,,,,,,,,,,,,,,,,1,,1,,0,,,,,,1,1,,,0,0,0,,,,,0,,,,,,,,,,,,,,,,0,0,,,,,,,,,0,,,,,0,,,,,,,,,0,0,,,,,,,,,,,,,,,,
,,(경상자수),0,,,,,,,0,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,0,0,,,0,0,1,,,,,1,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,
,강서구,사고건수,5,,,,,3,,,,2,,,,,,,,,,,,3,3,,,,,,,2,2,3,,,,,3,,,,,,,,,3,3,2,,,,2,,,,,,,,,,2,2,5,,1,,1,,,1,1,1,,,,,,1,1,,,1,1,,,,,1,1,1,1,1,1,2,,1,,1,,,,1,1,,,1,1,,,3,,1,1,1,,,,,,1,1,1,1,1,1
,,사망자수,0,,,,,0,,,,0,,,,,,,,,,,,0,0,,,,,,,0,0,0,,,,,0,,,,,,,,,0,0,0,,,,0,,,,,,,,,,0,0,0,,0,,0,,,0,0,0,,,,,,0,0,,,0,0,,,,,0,0,0,0,0,0,0,,0,,0,,,,0,0,,,0,0,,,0,,0,0,0,,,,,,0,0,0,0,0,0
,,부상자수,5,,,,,3,,,,2,,,,,,,,,,,,3,3,,,,,,,2,2,3,,,,,3,,,,,,,,,3,3,2,,,,2,,,,,,,,,,2,2,6,,2,,1,,,1,1,1,,,,,,2,2,,,1,1,,,,,1,1,1,1,1,1,3,,2,,1,,,,2,2,,,1,1,,,3,,1,1,1,,,,,,1,1,1,1,1,1
,,(중상자수),1,,,,,0,,,,1,,,,,,,,,,,,0,0,,,,,,,1,1,0,,,,,0,,,,,,,,,0,0,1,,,,1,,,,,,,,,,1,1,0,,0,,0,,,0,0,0,,,,,,0,0,,,0,0,,,,,0,0,0,0,0,0,0,,0,,0,,,,0,0,,,0,0,,,0,,0,0,0,,,,,,0,0,0,0,0,0
,,(경상자수),4,,,,,3,,,,1,,,,,,,,,,,,3,3,,,,,,,1,1,3,,,,,3,,,,,,,,,3,3,1,,,,1,,,,,,,,,,1,1,6,,2,,1,,,1,1,1,,,,,,2,2,,,1,1,,,,,1,1,1,1,1,1,3,,2,,1,,,,2,2,,,1,1,,,3,,1,1,1,,,,,,1,1,1,1,1,1
,구로구,사고건수,4,,,2,,1,,,,,1,,,1,1,,,2,2,,,1,1,,,,,,,,,3,,,2,,1,,,,,2,2,,,1,1,1,,,,,1,1,1,,,,,,,,,4,3,,,,1,,,,,,3,3,,,,,,,,,1,1,,,,,,,,,4,3,,,,1,3,3,,,,,,,1,1,,,,,,,,,,,,,,,,
,,사망자수,0,,,0,,0,,,,,0,,,0,0,,,0,0,,,0,0,,,,,,,,,0,,,0,,0,,,,,0,0,,,0,0,0,,,,,0,0,0,,,,,,,,,0,0,,,,0,,,,,,0,0,,,,,,,,,0,0,,,,,,,,,0,0,,,,0,0,0,,,,,,,0,0,,,,,,,,,,,,,,,,
,,부상자수,5,,,2,,1,,,,,2,,,2,2,,,2,2,,,1,1,,,,,,,,,3,,,2,,1,,,,,2,2,,,1,1,2,,,,,2,2,2,,,,,,,,,4,3,,,,1,,,,,,3,3,,,,,,,,,1,1,,,,,,,,,4,3,,,,1,3,3,,,,,,,1,1,,,,,,,,,,,,,,,,
,,(중상자수),1,,,1,,0,,,,,0,,,0,0,,,1,1,,,0,0,,,,,,,,,1,,,1,,0,,,,,1,1,,,0,0,0,,,,,0,0,0,,,,,,,,,2,2,,,,0,,,,,,2,2,,,,,,,,,0,0,,,,,,,,,2,2,,,,0,2,2,,,,,,,0,0,,,,,,,,,,,,,,,,
,,(경상자수),4,,,1,,1,,,,,2,,,2,2,,,1,1,,,1,1,,,,,,,,,2,,,1,,1,,,,,1,1,,,1,1,2,,,,,2,2,2,,,,,,,,,2,1,,,,1,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,2,1,,,,1,1,1,,,,,,,1,1,,,,,,,,,,,,,,,,
,영등포구,사고건수,4,2,,,1,,,,,1,,2,2,,,,,,,1,1,,,,,,,,,1,1,3,2,,,1,,2,2,,,,,1,1,,,1,,,,1,,,,,,,,,,1,1,4,1,,,,,,,,3,,1,1,,,,,,,,,,,,,,,,,3,3,1,1,,,,,1,1,,,,,,,,,3,,,,3,,,,,,,,,,3,3
,,사망자수,0,0,,,0,,,,,0,,0,0,,,,,,,0,0,,,,,,,,,0,0,0,0,,,0,,0,0,,,,,0,0,,,0,,,,0,,,,,,,,,,0,0,1,1,,,,,,,,0,,1,1,,,,,,,,,,,,,,,,,0,0,1,1,,,,,1,1,,,,,,,,,0,,,,0,,,,,,,,,,0,0
,,부상자수,4,2,,,1,,,,,1,,2,2,,,,,,,1,1,,,,,,,,,1,1,3,2,,,1,,2,2,,,,,1,1,,,1,,,,1,,,,,,,,,,1,1,3,0,,,,,,,,3,,0,0,,,,,,,,,,,,,,,,,3,3,0,0,,,,,0,0,,,,,,,,,3,,,,3,,,,,,,,,,3,3
,,(중상자수),1,1,,,0,,,,,0,,1,1,,,,,,,0,0,,,,,,,,,0,0,1,1,,,0,,1,1,,,,,0,0,,,0,,,,0,,,,,,,,,,0,0,0,0,,,,,,,,0,,0,0,,,,,,,,,,,,,,,,,0,0,0,0,,,,,0,0,,,,,,,,,0,,,,0,,,,,,,,,,0,0
,,(경상자수),2,1,,,0,,,,,1,,1,1,,,,,,,0,0,,,,,,,,,1,1,1,1,,,0,,1,1,,,,,0,0,,,1,,,,1,,,,,,,,,,1,1,3,0,,,,,,,,3,,0,0,,,,,,,,,,,,,,,,,3,3,0,0,,,,,0,0,,,,,,,,,3,,,,3,,,,,,,,,,3,3
,동작구,사고건수,2,,,,,1,,1,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1
,,사망자수,0,,,,,0,,0,,,,,,,,,,,,,,0,0,,,0,0,,,,,0,,,,,0,,,,,,,,,0,0,0,,0,,,,,,,,0,0,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,0,0
,,부상자수,2,,,,,1,,1,,,,,,,,,,,,,,1,1,,,1,1,,,,,1,,,,,1,,,,,,,,,1,1,1,,1,,,,,,,,1,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,1,1
,,(중상자수),0,,,,,0,,0,,,,,,,,,,,,,,0,0,,,0,0,,,,,0,,,,,0,,,,,,,,,0,0,0,,0,,,,,,,,0,0,,,,,0,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,0,0
