브랜드명,지점명,시도명,시군구명,주소
메가커피,대부도DI점,인천광역시,중구,인천광역시 중구 하늘달빛로 88 106호(중산동채운에비뉴) 
메가커피,안면도점,인천광역시,중구,인천광역시 중구 하늘중앙로195번길 14 134호(중산동이은스퀘어) 
메가커피,당진현대제철점,인천광역시,중구,인천광역시 중구 연안부두로33번길 37 (항동7가) 메가커피 
메가커피,당진기지시점,충청남도,홍성군,충청남도 홍성군 홍성읍 아문길29번길 52 . 
메가커피,영종합동청사점,인천광역시,연수구,인천광역시 연수구 독배로 49 101~102호(옥련동럭키빌딩) 
메가커피,태안점,인천광역시,연수구,인천광역시 연수구 앵고개로104번길 4 105호(동춘동) 
메가커피,서산테크노밸리점,인천광역시,연수구,인천광역시 연수구 앵고개로264번길 41 109호(동춘동한양2차아파트상가) 
메가커피,서산호수공원점,경기도,화성시,경기도 화성시 남양읍 남양로 829 1층 123호 
메가커피,서산예천점,인천광역시,중구,인천광역시 중구 월미로234번길 12 1층102~103호(북성동1가) 
메가커피,서산동문점,경기도,평택시,경기도 평택시 포승읍 여술로 22 메가커피 
메가커피,서산먹골점,인천광역시,중구,인천광역시 중구 은하수로 10 (중산동) 메가커피 
메가커피,당진푸르지오점,경기도,시흥시,경기도 시흥시 배곧1로 27-16 상가3동103호(정왕동한라비발디캠퍼스2차) 
메가커피,당진읍내점,인천광역시,미추홀구,인천광역시 미추홀구 낙섬서로 4 1층(용현동) 
메가커피,당진터미널점,경기도,시흥시,경기도 시흥시 정왕대로 64 (정왕동) 메가커피 
메가커피,대부도점,인천광역시,연수구,"인천광역시 연수구 랜드마크로 68 (송도동, 랜드마크시티센트럴더샵) 메가커피 "
메가커피,대부도DI점,인천광역시,연수구,인천광역시 연수구 원인재로 124
메가커피,안면도점,인천광역시,연수구,인천광역시 연수구 먼우금로 190 115호(연수프라자) 
메가커피,당진현대제철점,인천광역시,미추홀구,인천광역시 미추홀구 낙섬중로 43 (용현동) 
메가커피,당진기지시점,인천광역시,연수구,인천광역시 연수구 청학로 10
메가커피,영종합동청사점,경기도,화성시,경기도 화성시 남양읍 화성시청역로 14 . 
메가커피,태안점,경기도,시흥시,경기도 시흥시 중심상가2길 22 (정왕동) 메가커피 
메가커피,서산테크노밸리점,인천광역시,미추홀구,인천광역시 미추홀구 독배로317번길 231 . 
메가커피,서산호수공원점,인천광역시,연수구,"인천광역시 연수구 벚꽃로 114 101호(연수동,브랫슬) "
메가커피,서산예천점,인천광역시,미추홀구,인천광역시 미추홀구 낙섬중로91번길 4-23
메가커피,서산동문점,인천광역시,연수구,"인천광역시 연수구 송도과학로27번길 55, A동 117,118호(송도동, 롯데캐슬 캠퍼스타운) "
메가커피,서산먹골점,경기도,화성시,경기도 화성시 남양읍 남양성지로 139-6 메가커피 
메가커피,당진푸르지오점,경기도,안산시,경기도 안산시 단원구 만해로 205 . 
메가커피,당진읍내점,경기도,시흥시,경기도 시흥시 서울대학로264번길 26-11 106호 
메가커피,당진터미널점,인천광역시,중구,인천광역시 중구 차이나타운로 25 (북성동3가) 
메가커피,대부도점,인천광역시,남동구,인천광역시 남동구 은청로 4-7 A동147호 
메가커피,대부도DI점,인천광역시,중구,인천광역시 중구 개항로 29-2 1층메가커피 
메가커피,안면도점,경기도,시흥시,경기도 시흥시 함송로 21 (정왕동) 메가커피 
메가커피,당진현대제철점,인천광역시,미추홀구,인천광역시 미추홀구 한나루로 364 (학익동) 메가커피 
메가커피,당진기지시점,경기도,시흥시,경기도 시흥시 마유로418번길 10
메가커피,영종합동청사점,경기도,시흥시,경기도 시흥시 정왕천로411번길 25 (정왕동) 메가커피 
메가커피,태안점,인천광역시,연수구,인천광역시 연수구 비류대로 208 (옥련동) 메가커피 
메가커피,서산테크노밸리점,인천광역시,연수구,인천광역시 연수구 비류대로433번길 10 101호(연수동) 
메가커피,서산호수공원점,경기도,시흥시,경기도 시흥시 배곧4로 32-28
메가커피,서산예천점,인천광역시,미추홀구,인천광역시 미추홀구 독배로432번길 4 (용현동) 메가커피 
메가커피,서산동문점,인천광역시,서구,인천광역시 서구 봉화로 49
메가커피,서산먹골점,인천광역시,미추홀구,인천광역시 미추홀구 경인남길30번길 50 1층(용현동) 
메가커피,당진푸르지오점,인천광역시,연수구,인천광역시 연수구 함박뫼로 250
메가커피,당진읍내점,경기도,시흥시,경기도 시흥시 배곧4로 87 (정왕동) 메가커피 
메가커피,당진터미널점,경기도,화성시,경기도 화성시 남양읍 시청로 119 
메가커피,대부도점,인천광역시,동구,인천광역시 동구 운교로 6 . 
메가커피,대부도DI점,인천광역시,남동구,인천광역시 남동구 논현로26번길 15 102호(논현동위스코프라자) 
메가커피,안면도점,인천광역시,미추홀구,인천광역시 미추홀구 재넘이길 6 . 
메가커피,당진현대제철점,인천광역시,미추홀구,"인천광역시 미추홀구 매소홀로 476 101, 102호 (학익동) "
메가커피,당진기지시점,인천광역시,미추홀구,인천광역시 미추홀구 경인로 63
메가커피,영종합동청사점,경기도,안산시,경기도 안산시 단원구 별망로 555 
메가커피,태안점,경기도,시흥시,경기도 시흥시 해송십리로 472-12 (정왕동시흥배곧신도시이지더원1차더퍼스트)상가 
메가커피,서산테크노밸리점,인천광역시,미추홀구,인천광역시 미추홀구 인주대로 264
메가커피,서산호수공원점,인천광역시,동구,인천광역시 동구 수문통로 54-1 1층(송현동튼튼정형외과의원) 
메가커피,서산예천점,인천광역시,미추홀구,인천광역시 미추홀구 소성로 334(문학동) 메가커피 
메가커피,서산동문점,인천광역시,미추홀구,인천광역시 미추홀구 인하로221번길 6 (주안동) 
메가커피,서산먹골점,인천광역시,남동구,인천광역시 남동구 에코중앙로156번길 5-27 1층(논현동) 
메가커피,당진푸르지오점,인천광역시,연수구,인천광역시 연수구 학나래로46번길 22 (선학동) 메가커피 
메가커피,당진읍내점,인천광역시,미추홀구,인천광역시 미추홀구 수봉로 7
메가커피,당진터미널점,인천광역시,동구,인천광역시 동구 샛골로210번길 
메가커피,대부도점,인천광역시,미추홀구,인천광역시 미추홀구 석정로92번길 175 . 
메가커피,대부도DI점,인천광역시,미추홀구,인천광역시 미추홀구 인하로 271 메가커피(신기시장점) 
메가커피,안면도점,인천광역시,남동구,인천광역시 남동구 논고개로123번길 17 
메가커피,당진현대제철점,인천광역시,남동구,인천광역시 남동구 논고개로 77
메가커피,당진기지시점,경기도,시흥시,경기도 시흥시 서울대학로278번길 43-7 (정왕동) 메가커피 
메가커피,영종합동청사점,경기도,안산시,"경기도 안산시 단원구 산단로 325, CA동 1층 128호(신길동, 리드 스마트스퀘어 지식산업센터) "
메가커피,태안점,인천광역시,남동구,인천광역시 남동구 논고개로 166 . 
메가커피,서산테크노밸리점,경기도,시흥시,경기도 시흥시 월곶중앙로 64 1층111호(월곶동풍산프라자) 
메가커피,서산호수공원점,인천광역시,미추홀구,인천광역시 미추홀구 제일로 36
메가커피,서산예천점,인천광역시,미추홀구,인천광역시 미추홀구 인하로 348 (주안동) 메가커피 
메가커피,서산동문점,인천광역시,미추홀구,인천광역시 미추홀구 숙골로 90
메가커피,서산먹골점,인천광역시,미추홀구,인천광역시 미추홀구 주승로 246
메가커피,당진푸르지오점,인천광역시,미추홀구,"인천광역시 미추홀구 석정로 306, 108호(도화동, 삼원상가) "
메가커피,당진읍내점,경기도,안산시,경기도 안산시 단원구 신길로 10-1 
메가커피,당진터미널점,인천광역시,남동구,인천광역시 남동구 소래역로 36 108호(논현동) 
메가커피,대부도점,인천광역시,미추홀구,인천광역시 미추홀구 주안서로 18 . 
메가커피,대부도DI점,인천광역시,미추홀구,인천광역시 미추홀구 경인로 363-1 1층 
메가커피,안면도점,경기도,화성시,경기도 화성시 꽃내음1길 25 (새솔동) 메가커피 
메가커피,당진현대제철점,경기도,시흥시,경기도 시흥시 도일로124번길 3 메가커피(시흥거모점) 
메가커피,당진기지시점,인천광역시,남동구,인천광역시 남동구 포구로 63
메가커피,영종합동청사점,인천광역시,미추홀구,인천광역시 미추홀구 주안로 92 (주안동) 메가커피 
메가커피,태안점,경기도,안산시,경기도 안산시 단원구 원곡로 49 (원곡동) 메가커피 
메가커피,서산테크노밸리점,인천광역시,남동구,"인천광역시 남동구 예술로 126 1층 105호(구월동, 링크126) "
메가커피,서산호수공원점,인천광역시,미추홀구,"인천광역시 미추홀구 경원대로 774, 1층 105호(주안동) "
메가커피,서산예천점,인천광역시,미추홀구,인천광역시 미추홀구 길파로 15 1층(주안동) 
메가커피,서산동문점,인천광역시,남동구,인천광역시 남동구 인주대로 539
메가커피,서산먹골점,경기도,안산시,경기도 안산시 단원구 원포공원1로 30 
메가커피,당진푸르지오점,인천광역시,남동구,인천광역시 남동구 남촌동로 26 (남촌동) 메가커피 
메가커피,당진읍내점,인천광역시,미추홀구,인천광역시 미추홀구 경원대로 855 메가커피(석바위시장점) 
메가커피,당진터미널점,인천광역시,남동구,"인천광역시 남동구 논고개로 331 1층 일부호 (도림동, 도림상가) "
메가커피,대부도점,인천광역시,미추홀구,인천광역시 미추홀구 석정로 438
메가커피,대부도DI점,인천광역시,남동구,인천광역시 남동구 선수촌공원로 25 1층102호(구우러동구월신세계프라자) 
메가커피,안면도점,경기도,안산시,경기도 안산시 상록구 해양1로 199 (사동) 메가커피 
메가커피,당진현대제철점,인천광역시,남동구,인천광역시 남동구 예술로192번길 31 101호(구월동대건빌딩) 
메가커피,당진기지시점,인천광역시,남동구,인천광역시 남동구 남동대로 728
메가커피,영종합동청사점,인천광역시,남동구,인천광역시 남동구 구월로 80 (간석동) 메가커피 
메가커피,태안점,경기도,안산시,경기도 안산시 단원구 원초로 33 (원곡동) 메가커피 
메가커피,서산테크노밸리점,경기도,안산시,경기도 안산시 단원구 초지동 729-1 메가커피 
메가커피,서산호수공원점,경기도,시흥시,경기도 시흥시 황고개로 526
메가커피,서산예천점,인천광역시,남동구,인천광역시 남동구 남동대로765번길 25 . 
메가커피,서산동문점,인천광역시,남동구,인천광역시 남동구 인하로 616 107호(구월동커뮤니티프라자) 
메가커피,서산먹골점,인천광역시,남동구,인천광역시 남동구 경인로 520
메가커피,당진푸르지오점,인천광역시,남동구,인천광역시 남동구 석산로 15 1층 일부 (간석동) 
메가커피,당진읍내점,인천광역시,남동구,"인천광역시 남동구 인주대로 664 (구월동, 메인프라자 2차) . "
메가커피,당진터미널점,경기도,안산시,경기도 안산시 단원구 화랑로 160 (초지동) 메가커피 
메가커피,대부도점,인천광역시,남동구,인천광역시 남동구 정각로 34 . 
메가커피,대부도DI점,인천광역시,남동구,인천광역시 남동구 방축로 503 (간석동) 메가커피 
메가커피,안면도점,인천광역시,남동구,인천광역시 남동구 구월남로 198
메가커피,당진현대제철점,인천광역시,서구,인천광역시 서구 건지로 264
메가커피,당진기지시점,경기도,안산시,경기도 안산시 단원구 다리간로 20 
메가커피,영종합동청사점,인천광역시,남동구,인천광역시 남동구 석산로 156
메가커피,태안점,경기도,안산시,경기도 안산시 단원구 선부광장1로 173 (선부동) 메가커피 
메가커피,서산테크노밸리점,인천광역시,서구,인천광역시 서구 가정로 127 (가좌동) 메가커피 
메가커피,서산호수공원점,경기도,안산시,"경기도 안산시 단원구 선부광장북로 36 (선부동, 벽산블루밍아파트) 메가커피 "
메가커피,서산예천점,경기도,안산시,경기도 안산시 단원구 광덕서로 86 
메가커피,서산동문점,인천광역시,남동구,인천광역시 남동구 용천로 82 106동(구월동다옴프라자) 
메가커피,서산먹골점,인천광역시,서구,인천광역시 서구 가좌동 261-19 1층 
메가커피,당진푸르지오점,경기도,시흥시,경기도 시흥시 진말로9번길 12
메가커피,당진읍내점,경기도,안산지,"경기도 안산지 단원구 광덕대로 154 1층, 142호 (고잔동, 로데오타운) "
메가커피,당진터미널점,인천광역시,부평구,인천광역시 부평구 동암광장로 18 (십정동) 메가커피 
메가커피,대부도점,인천광역시,서구,인천광역시 서구 청라한내로72번길 23
메가커피,대부도DI점,인천광역시,남동구,인천광역시 남동구 백범로 404 (간석동) 메가커피 
메가커피,안면도점,인천광역시,서구,인천광역시 서구 청라동 83-1 대광단지내상가113호 
메가커피,당진현대제철점,인천광역시,부평구,인천광역시 부평구 동암남로 4 103호(십정동리치프라자) 
메가커피,당진기지시점,경기도,평택시,경기도 평택시 청북읍 안청로2길 33-2 107호 
메가커피,영종합동청사점,충청남도,예산군,충청남도 예산군 예산읍 역전로 135 1층 
메가커피,태안점,인천광역시,남동구,인천광역시 남동구 구월로 276번길 20 메가커피 
메가커피,서산테크노밸리점,인천광역시,서구,인천광역시 서구 청라한내로100번길 24 . 
메가커피,서산호수공원점,경기도,안산시,경기도 안산시 단원구 원고잔로 17 
메가커피,서산예천점,경기도,안산시,경기도 안산시 상록구 항가울로 20 
메가커피,서산동문점,경기도,안산시,경기도 안산시 단원구 달미로 64 
메가커피,서산먹골점,인천광역시,서구,인천광역시 서구 여우재로 130
메가커피,당진푸르지오점,인천광역시,남동구,"인천광역시 남동구 백범로 312-60 1,2층 외 1필지(간석동) "
메가커피,당진읍내점,인천광역시,남동구,인천광역시 남동구 서창남로 
메가커피,당진터미널점,인천광역시,서구,인천광역시 서구 원적로 91 108호(가좌동현대아파트) 
메가커피,대부도점,인천광역시,부평구,인천광역시 부평구 열우물로 90
메가커피,대부도DI점,인천광역시,남동구,인천광역시 남동구 구월로 314 . 
메가커피,안면도점,경기도,안산시,경기도 안산시 단원구 달미로 106 
메가커피,당진현대제철점,경기도,안산시,경기도 안산시 단원구 고잔로 51 (고잔동) 메가커피 
메가커피,당진기지시점,경기도,시흥시,"경기도 시흥시 장현서3길 10, 1층 일부호 "
메가커피,영종합동청사점,인천광역시,서구,인천광역시 서구 보석로11번안길 11
메가커피,태안점,인천광역시,남동구,인천광역시 남동구 담방로 36 1층101호 
메가커피,서산테크노밸리점,인천광역시,서구,인천광역시 서구 길주로 91 1층(석남동) 
메가커피,서산호수공원점,인천광역시,남동구,인천광역시 남동구 호구포로 899
메가커피,서산예천점,경기도,안산시,"경기도 안산시 단원구 와동로 3 상가동 103, 104호 "
메가커피,서산동문점,인천광역시,서구,인천광역시 서구 청라루비로 76 b167호 
메가커피,서산먹골점,인천광역시,서구,"인천광역시 서구 청라커낼로 264 1층 104호 (청라동, 청라두손중앙프라자) "
메가커피,당진푸르지오점,경기도,화성시,경기도 화성시 향남읍 삼천병마로 201 103호 
메가커피,당진읍내점,인천광역시,남동구,인천광역시 남동구 구월로372번길 93
메가커피,당진터미널점,경기도,평택시,경기도 평택시 안중읍 안현로서6길 48 메가커피 
메가커피,대부도점,인천광역시,남동구,인천광역시 남동구 구월로 358 (만수동) 메가커피 
메가커피,대부도DI점,인천광역시,서구,인천광역시 서구 신석로 82
메가커피,안면도점,경기도,안산시,경기도 안산시 단원구 민속공원로 93 
메가커피,당진현대제철점,경기도,안산시,경기도 안산시 상록구 감골2로 44 
메가커피,당진기지시점,인천광역시,남동구,인천광역시 남동구 백범로 206 1층(만수동) 
메가커피,영종합동청사점,인천광역시,서구,인천광역시 서구 율도로 45
메가커피,태안점,경기도,안산시,경기도 안산시 단원구 예술대학로 20 (고잔동) 메가커피 
메가커피,서산테크노밸리점,인천광역시,남동구,인천광역시 남동구 매소홀로 1127 (서창동수팰리스)101호 
메가커피,서산호수공원점,경기도,안산시,경기도 안산시 단원구 와동공원로 150 
메가커피,서산예천점,인천광역시,남동구,인천광역시 남동구 서창남순환로215번길 17 메가커피(인천서창점) 
메가커피,서산동문점,경기도,화성시,경기도 화성시 향남읍 행정중앙1로 4 . 
메가커피,서산먹골점,경기도,안산시,경기도 안산시 단원구 와동로 56 
메가커피,당진푸르지오점,경기도,안산시,경기도 안산시 상록구 석호로 207 
메가커피,당진읍내점,인천광역시,서구,인천광역시 서구 청라커낼로329번길 19-3 (경서동)1층 
메가커피,당진터미널점,인천광역시,서구,인천광역시 서구 중봉대로 586번길 9-4 
메가커피,대부도점,인천광역시,서구,인천광역시 서구 원창로 194 (신현동)1층104105호 
메가커피,대부도DI점,경기도,시흥시,경기도 시흥시 새재로17번길 7 1층 103호(장현동) 
메가커피,안면도점,경기도,시흥시,경기도 시흥시 장현능곡로 184 103호(능곡동능곡프라자) 
메가커피,당진현대제철점,인천광역시,남동구,인천광역시 남동구 만수서로 62 (만수동) 메가커피 
메가커피,당진기지시점,경기도,시흥시,경기도 시흥시 능곡번영길 33 . 
메가커피,영종합동청사점,경기도,화성시,경기도 화성시 향남읍 발안양감로 205 
메가커피,태안점,경기도,안산시,경기도 안산시 상록구 화랑로 508 
메가커피,서산테크노밸리점,경기도,안산시,경기도 안산시 상록구 중보로 49 (이동) 메가커피 
메가커피,서산호수공원점,경기도,안산시,경기도 안산시 단원구 예술대학로 155 (고잔동) 
메가커피,서산예천점,인천광역시,서구,인천광역시 서구 봉오재1로 49 메가커피(루원시티점) 
메가커피,서산동문점,인천광역시,부평구,인천광역시 부평구 경원대로 1246 1층(산곡동동심빌딩) 
메가커피,서산먹골점,인천광역시,서구,인천광역시 서구 청라에메랄드로 84 (청라동) 메가커피 
메가커피,당진푸르지오점,인천광역시,서구,인천광역시 서구 청라라임로122번길 2 (청라동) 메가커피 
메가커피,당진읍내점,인천광역시,남동구,인천광역시 남동구 장수로 3-12
메가커피,당진터미널점,인천광역시,서구,인천광역시 서구 가정로 415
메가커피,대부도점,경기도,화성시,경기도 화성시 향남읍 발안로 116 메가커피 
메가커피,대부도DI점,인천광역시,서구,인천광역시 서구 가정동 606-1 메가커피 
메가커피,안면도점,경기도,안산시,경기도 안산시 상록구 본오동 879-13 1층 
메가커피,당진현대제철점,경기도,안산시,경기도 안산시 상록구 본오로 60 1층(본오동) 
메가커피,당진기지시점,인천광역시,부평구,"인천광역시 부평구 마장로220번길 13 106(상가)동 107호(산곡동, 한신휴아파트) "
메가커피,영종합동청사점,경기도,안산시,"경기도 안산시 상록구 예술광장로 19 (월피동, 현대쇼핑) . "
메가커피,태안점,인천광역시,서구,인천광역시 서구 가정동 619-1 메가커피 
메가커피,서산테크노밸리점,인천광역시,부평구,인천광역시 부평구 원적로 296
메가커피,서산호수공원점,경기도,안산시,경기도 안산시 상록구 도매시장로 33 
메가커피,서산예천점,인천광역시,부평구,"인천광역시 부평구 동수로 28 (부평동, 샬렛주상아파트) "
메가커피,서산동문점,경기도,안산시,경기도 안산시 상록구 반석로 65 . 
메가커피,서산먹골점,경기도,안산시,경기도 안산시 상록구 광덕산2로 19 1층 일부 
메가커피,당진푸르지오점,경기도,안산시,경기도 안산시 상록구 용신로 393 
메가커피,당진읍내점,인천광역시,부평구,인천광역시 부평구 마장로 310 101호 (산곡동 롯데프라자) 
메가커피,당진터미널점,인천광역시,부평구,인천광역시 부평구 경원대로 1366 (부평동) 메가커피 
메가커피,대부도점,인천광역시,부평구,인천광역시 부평구 경원대로 1366 (부평동) 메가커피 
메가커피,대부도DI점,인천광역시,부평구,인천광역시 부평구 육동로 20
메가커피,안면도점,경기도,안산시,경기도 안산시 상록구 각골로 64 
메가커피,당진현대제철점,인천광역시,부평구,인천광역시 부평구 광장로 16
메가커피,당진기지시점,경기도,안산시,경기도 안산시 상록구 도매시장로 91-1 1층(일동) 
메가커피,영종합동청사점,경기도,시흥시,경기도 시흥시 연성로 86
메가커피,태안점,인천광역시,부평구,인천광역시 부평구 부영로189번길 51 123호(산곡동) 
메가커피,서산테크노밸리점,인천광역시,부평구,인천광역시 부평구 시장로 17 1층 
메가커피,서산호수공원점,경기도,안산시,경기도 안산시 상록구 안산대학로 101 (일동) 메가커피 
메가커피,서산예천점,인천광역시,부평구,"인천광역시 부평구 마장로 385, 1층 "
메가커피,서산동문점,인천광역시,부평구,인천광역시 부평구 부평대로 42 101호(부평동) 
메가커피,서산먹골점,인천광역시,부평구,인천광역시 부평구 부평대로 67-2 (부평동) . 
메가커피,당진푸르지오점,인천광역시,부평구,인천광역시 부평구 청천동 234-3 메가커피 
메가커피,당진읍내점,인천광역시,부평구,인천광역시 부평구 부일로 11 . 
메가커피,당진터미널점,인천광역시,부평구,인천광역시 부평구 장제로 99 . 
메가커피,대부도점,경기도,시흥시,경기도 시흥시 수인로3381번길 12
메가커피,대부도DI점,경기도,시흥시,경기도 시흥시 신천로83번길 2 (신천동) 메가커피 
메가커피,안면도점,경기도,안산시,경기도 안산시 상록구 부곡로 121 1층 102호(부곡동) 
메가커피,당진현대제철점,인천광역시,부평구,인천광역시 부평구 수변로 8 . 
메가커피,당진기지시점,인천광역시,부평구,인천광역시 부평구 길주로 505 505 
메가커피,영종합동청사점,인천광역시,서구,인천광역시 서구 탁옥로51번길 2 . 
메가커피,태안점,인천광역시,부평구,인천광역시 부평구 부평대로 152 102호(부평동파리상뜨) 
메가커피,서산테크노밸리점,경기도,시흥시,"경기도 시흥시 시흥대로 1077, 1층 "
메가커피,서산호수공원점,인천광역시,부평구,인천광역시 부평구 마장로 489
메가커피,서산예천점,인천광역시,부평구,인천광역시 부평구 일신로14번길 24 (일신동) 메가커피 
메가커피,서산동문점,인천광역시,부평구,인천광역시 부평구 부평문화로 186-1 . 
메가커피,서산먹골점,인천광역시,부평구,인천광역시 부평구 길주남로 33 1층(부평동) 
메가커피,당진푸르지오점,인천광역시,부평구,인천광역시 부평구 장제로 171 (부평동) 메가커피 
메가커피,당진읍내점,인천광역시,부평구,인천광역시 부평구 장제로 171 (부평동) 메가커피 
메가커피,당진터미널점,인천광역시,부평구,인천광역시 부평구 수변로 58 1층(부개동) 
메가커피,대부도점,인천광역시,서구,인천광역시 서구 탁옥로 105 메인프라자3차107호 
메가커피,대부도DI점,인천광역시,서구,인천광역시 서구 심곡로 
메가커피,안면도점,인천광역시,서구,인천광역시 서구 승학로 319
메가커피,당진현대제철점,인천광역시,부평구,인천광역시 부평구 부흥로 393 1층 일부호(부개동) 
메가커피,당진기지시점,경기도,시흥시,경기도 시흥시 복지로53번길 16 . 
메가커피,영종합동청사점,인천광역시,부평구,인천광역시 부평구 장제로 211
메가커피,태안점,경기도,시흥시,경기도 시흥시 비둘기공원7길 46 (대야동) 메가커피 
메가커피,서산테크노밸리점,경기도,시흥시,경기도 시흥시 수인로3287번길 25-2 1층(은행동) 
메가커피,서산호수공원점,인천광역시,부평구,인천광역시 부평구 갈월서로 46
메가커피,서산예천점,인천광역시,부평구,인천광역시 부평구 부평대로 283
메가커피,서산동문점,경기도,부천시,경기도 부천시 송내대로 32 (송내동) 
메가커피,서산먹골점,경기도,시흥시,경기도 시흥시 복지로 96
메가커피,당진푸르지오점,경기도,시흥시,경기도 시흥시 매화산단3길 1 (매화동) . 
메가커피,당진읍내점,인천광역시,부평구,인천광역시 부평구 길주로 639 (삼산동) 메가커피 
메가커피,당진터미널점,인천광역시,계양구,인천광역시 계양구 안남로 499 1층 일부호(효성동) 
메가커피,대부도점,인천광역시,서구,인천광역시 서구 승학로 410
메가커피,대부도DI점,인천광역시,서구,인천광역시 서구 도요지로 225 (검암동) 메가커피 
메가커피,안면도점,경기도,부천시,"경기도 부천시 상일로 94번길 35, 105, 106호 (상동, 현대프라자) "
메가커피,당진현대제철점,경기도,시흥시,경기도 시흥시 은행로155번길 16 (은행동) 메가커피 
메가커피,당진기지시점,경기도,부천시,경기도 부천시 상일로122번길 38
메가커피,영종합동청사점,인천광역시,부평구,인천광역시 부평구 주부토로 251 1층 
메가커피,태안점,인천광역시,부평구,"인천광역시 부평구 부평대로 337 1-11호(청천동, 부평 제이타워3차지식산업센터) "
메가커피,서산테크노밸리점,인천광역시,계양구,인천광역시 계양구 안남로 548
메가커피,서산호수공원점,인천광역시,계양구,인천광역시 계양구 서운산단로3길 4 (서운동) 메가커피 
메가커피,서산예천점,경기도,시흥시,경기도 시흥시 은계번영길 7
메가커피,서산동문점,경기도,시흥시,경기도 시흥시 은계로 353
메가커피,서산먹골점,인천광역시,계양구,"인천광역시 계양구 새벌로 120 1층 107호(효성동,대산아파트) "
